ArptId,Lat,Lon
FL38,27.98196444,-82.49148388
88FA,27.99551666,-82.37014722
FD01,27.96998055,-82.34558333
MCF,27.84934444,-82.52121944
X39,28.22127777,-82.37455555
TPF,27.91544444,-82.44938888
3FA1,28.07048888,-82.42231111
1FA6,28.105025,-82.48259722
66FL,27.93837222,-82.46028055
0FL1,27.93805,-82.46036666
83FA,28.096101,-82.476674
FA58,28.13263333,-82.75833333
FA1,28.80055555,-81.72777777
3FA8,28.76611111,-81.74611111
32FL,28.82440833,-81.71052777
FA81,25.00491383,-80.533162
FD05,25.00691111,-80.52232777
47FA,25.02309636,-80.49639969
X21,28.62250444,-80.835375
TTS,28.61488972,-80.69436888
46FL,28.62944027,-80.82199833
TIX,28.5147975,-80.79922722
FA77,28.52638888,-80.78555555
FD59,28.47027777,-82.24091666
FL33,29.66829277,-82.82623222
6FL8,29.58755555,-82.87125
35FD,29.69233333,-82.72916666
9FA3,28.20242222,-82.66015
X23,28.924735,-81.65178111
4FA1,28.9840065,-81.8264745
X59,27.96086555,-80.55832777
VPS,30.48321941,-86.52604433
FL34,30.63358333,-86.74276666
EGI,30.64858694,-86.52195936
VNC,27.07126777,-82.4400325
8FD8,27.13666797,-82.41252141
68PN,40.18604166,-80.48064583
FA97,27.66611111,-80.425
FL74,27.598897,-80.50236436
X52,27.632255,-80.52755444
FD25,27.56246944,-80.49884444
3FD7,27.65840833,-80.39613888
70FA,27.562175,-80.59936944
VRB,27.655555,-80.41795416
NVI,30.70258611,-87.19200277
48FL,30.79856666,-87.47328888
CHN,27.51491666,-81.88047222
2FL0,30.45686111,-85.68603888
97FL,28.96192861,-81.89147083
2FD1,28.97553888,-81.91869388
3FL0,29.43608055,-81.65674444
FA59,26.63352777,-80.22501666
1FL5,30.30214166,-85.86437777
27FL,28.19470277,-82.35047222
7FL2,28.22200833,-82.35684444
3FA2,28.20166666,-82.33083333
FD74,28.06585111,-80.9022825
FD38,26.64670833,-80.29506666
F45,26.84591666,-80.22233333
PBI,26.68316166,-80.09559194
LNA,26.59304611,-80.08506444
64FD,26.75643888,-80.06126666
FL39,26.65488888,-80.20541944
5FD2,26.74923,-80.0492075
39FL,26.71700916,-80.1997675
5FL5,26.71540833,-80.0544
7FL5,26.71428333,-80.05830555
FL51,26.71408055,-80.06391944
54FA,26.08415,-80.3674
FA89,30.37358491,-82.71962991
X60,29.354605,-82.47056361
96FL,29.24247,-82.54538305
FD77,27.71197527,-82.28286861
23FL,27.68444444,-82.24416666
FL73,28.45804722,-81.63299166
FL95,27.70864111,-80.45283
FD69,28.57347222,-81.59494444
FA00,28.52311111,-81.58902777
GIF,28.06292027,-81.75331444
60FD,28.02880555,-81.72506111
7FL1,28.01694444,-81.675
F57,28.0575,-81.76280555
FL42,28.03863166,-81.75369027
1FD9,27.98019722,-81.66479722
FD98,28.71471805,-81.27006583
FL54,29.93551666,-82.41066666
FL48,28.88222222,-82.42972222
6FD5,27.77863888,-81.09978805
83FL,30.62688055,-81.53478055
49FL,30.62027777,-81.64055555
X61,28.73527222,-81.62911666
FA83,28.72155555,-81.65535833
FL97,28.76027138,-81.60590694
ZPH,28.22666944,-82.15564527
13FL,28.2766725,-82.32064305
FD75,28.26192777,-82.18565
67FL,27.45555555,-82.105
15J,31.13675777,-83.45422333
ABY,31.53553,-84.19448333
2GE6,31.5954,-84.42315833
GA14,31.402955,-84.32268694
3GE9,31.59166666,-84.15750555
AMG,31.53605777,-82.50655333
ACJ,32.11080555,-84.18886111
1GA7,32.0675,-84.255
GA07,32.06687222,-84.25303333
4GA0,32.12348611,-84.12996666
9GA5,32.05821861,-84.29018888
0GE7,33.52027777,-82.3725
GA22,31.43850861,-84.70825138
4GA8,31.41545388,-84.71297388
60GE,33.94366688,-83.23706916
75J,31.68761111,-83.63294444
GE12,31.74861111,-83.57361111
AHN,33.94864027,-83.32591416
7GA0,33.94846111,-83.40706111
FTY,33.77912638,-84.521366
60GA,33.79408333,-84.31928333
GA11,33.90722222,-84.35416666
GA66,33.80966944,-84.39515
GA85,33.74742777,-84.38825833
GA64,33.76866666,-84.386875
7GA8,33.79191944,-84.32258611
GA52,33.90836388,-84.35101944
1GE8,33.75227638,-84.38239444
9GE8,33.74090555,-84.51254722
ATL,33.63669961,-84.427864
FFC,33.35772222,-84.57252777
73GA,33.8825,-84.43583333
7GA1,33.79943888,-84.38644722
GA53,33.81510472,-84.37187055
GA54,33.90086666,-84.46833611
31GA,33.78735277,-84.40105277
7GA6,33.76194444,-84.39555555
GA55,33.90985,-84.35576388
CVC,33.6322475,-83.84661888
RYY,34.01316666,-84.59702777
PDK,33.87600194,-84.30203055
4GE1,30.72375,-84.54111111
DNL,33.46658333,-82.03938888
8GA2,33.43018611,-82.12271388
8GA4,33.48658333,-82.09330555
4GA2,33.47126111,-81.98793888
GA13,33.47164166,-81.98323888
AGS,33.36994444,-81.9645
80GE,33.52308333,-82.02630277
34GA,33.8572,-84.60668055
GA58,33.7767975,-84.24153833
4GA3,30.90356388,-84.55314444
BGE,30.97159808,-84.6369278
GA42,31.07246944,-84.393375
GE21,31.01984722,-84.39547222
83GA,30.99972222,-84.50611111
22GE,34.25778611,-84.27816666
GA59,33.10012583,-84.05852444
GA86,32.98388888,-84.09555555
BHC,31.71383333,-82.39377777
GA78,31.76946666,-82.34983055
DZJ,34.85443138,-83.99732
1GA3,34.88530847,-83.96191027
BIJ,31.39750861,-84.89479777
66GA,31.47472222,-85.00277777
1GE1,34.82805555,-84.35472222
57GA,34.85766944,-84.38301111
61GA,33.30180888,-82.17234277
GA16,33.72428722,-83.56683388
GE35,33.73138888,-83.46972222
GA61,33.26900861,-84.49714805
GE24,31.17547777,-81.48516666
BQK,31.25903527,-81.46631638
GE92,33.49972222,-83.32055555
82A,32.28280555,-84.50369444
35GA,34.09875,-84.01214722
6A1,32.56823583,-84.2466875
GE27,32.60222222,-83.75416666
28GA,32.6062,-83.75888055
70J,30.88797222,-84.15472222
99GA,34.45119944,-84.93438694
CZL,34.4554025,-84.93915527
GE02,34.51034083,-84.92773083
CXU,31.21316666,-84.23522222
18A,34.34036111,-83.13080555
25GE,33.99737777,-83.03926666
CNI,34.31221916,-84.42215277
8GE8,34.24676666,-84.49117222
33GA,34.26,-83.28666666
3GE3,34.41241666,-83.18044444
CTJ,33.63169583,-85.15226472
78GA,33.50427888,-85.01716444
8GA8,33.57733277,-85.00299805
6GA8,33.50777777,-85.18555555
27GA,33.65844194,-85.00994361
3GA2,33.57000833,-85.07538333
5GA9,33.60125,-84.91486111
VPC,34.1231475,-84.84870666
53GA,34.16895897,-85.25698636
GE61,34.10251363,-85.3839088
4A4,34.01852916,-85.14475888
GA77,34.87208333,-85.25036111
GA67,34.76814944,-83.59294944
GA30,34.67591666,-83.42428055
GA45,34.66018055,-83.5011
CWV,32.1950575,-81.86931666
GE99,34.91418333,-83.459425
GA18,34.83287055,-83.40960638
0GE5,34.56176333,-83.71351277
9GA1,32.44888888,-81.33694444
48A,32.40065805,-83.27840638
8GA5,32.22277777,-82.13138888
CSG,32.5163275,-84.93887027
01GA,32.48120277,-84.98031666
02GA,34.20260805,-83.42904888
GA68,33.11484611,-84.44909027
GA73,33.16178888,-84.4532575
4GA1,33.04484833,-84.398255
GA74,33.04179305,-84.41242194
GA75,33.08734666,-84.40520027
2GA5,33.04179333,-84.43214444
1GE5,33.10123611,-84.39353333
36GA,33.73010944,-83.97463305
GA80,33.78233027,-83.98879972
3GE5,33.680075,-84.00277222
9GE9,33.64977222,-84.02196666
CKF,31.98884444,-83.77390555
AJR,34.49985166,-83.55666472
GA83,33.54678333,-83.80545805
71GA,33.6018,-83.84868055
07GA,33.675,-83.76305555
9GE7,33.53138888,-83.79194444
2GE7,34.95805555,-84.77916666
GA20,30.81111111,-81.46277777
GA84,34.20398777,-84.05129833
4GA9,34.24232027,-84.05713222
6GA0,34.13259777,-84.1993625
6GA7,34.20686111,-84.29723888
11GE,34.26034722,-84.06635
2GA4,34.17983333,-84.14016666
25J,31.70186727,-84.82700672
9A0,34.58309166,-84.01995833
7A7,34.62673166,-84.10654333
03GE,34.45961666,-83.97121944
PUJ,33.91204305,-84.94061944
DNN,34.72293888,-84.87024138
GA70,34.788325,-84.98094444
GA72,34.88166666,-84.88972222
30GE,34.19401913,-83.19462672
7GA4,32.58098861,-83.26766
08GA,31.42578027,-81.28592888
GA21,31.46133416,-81.33870944
16J,31.74328805,-84.41929138
9GA3,31.83960916,-84.48158277
09GE,34.45841805,-84.18037083
17J,31.00650722,-84.87763666
DQH,31.47673861,-82.86056694
4GA6,33.66205388,-84.68048944
0GE0,33.78205111,-84.80077083
3GE6,33.73848611,-84.73228333
25GA,33.65955388,-84.66298888
DBN,32.56472222,-82.98497222
48GA,32.53334444,-82.950475
GE26,32.38166666,-83.05972222
23GE,32.38305555,-83.1
GE28,34.0675,-84.1775
9GA8,32.69361111,-82.89888888
43GE,34.66263736,-84.48975813
EZM,32.21638888,-83.12866666
GA71,33.67955277,-84.42714972
32GA,33.45416666,-83.27777777
9GA9,33.21805555,-83.31722222
EBA,34.0954025,-82.8174925
08GE,32.17012083,-81.454075
49A,34.62819444,-84.52655555
4GA4,34.84674611,-84.75466055
02GE,34.17527777,-84.92444444
GE00,33.60972222,-82.13583333
19GA,33.42372666,-84.49992694
GA90,33.45205833,-84.40936944
GA92,33.51944444,-84.51444444
GA94,33.4915025,-84.48937166
GA95,33.52622388,-84.50215027
GA93,33.48227222,-84.4332
17GE,33.45303611,-84.506775
FZG,31.68390472,-83.27090361
9GA7,31.69676666,-83.26013333
30GA,33.28288611,-83.90136666
GA01,34.17694444,-83.93583333
3J6,30.79636111,-82.02816666
3GE1,30.73695555,-82.12826944
GA24,33.03089166,-83.94503055
GA76,33.15484861,-83.89879527
90GA,33.06016388,-83.96226666
LSF,32.33178055,-84.98715222
79GA,31.4912825,-85.01659388
GA26,33.42041638,-82.13956388
GA96,33.7125,-84.43055555
LHW,31.88781944,-81.562655
GA99,32.54875861,-83.80185194
1GE4,32.50111111,-83.93333333
5GE1,32.57027777,-83.72194444
GA81,32.54777777,-83.82694444
5GA7,33.20178611,-85.2305
1GE3,33.25388888,-85.17027777
GVL,34.27262638,-83.83022611
14GA,34.33648722,-83.94351666
38GA,34.31943333,-83.79586666
GA40,34.25425,-83.9685
74GE,34.30596111,-83.81622777
7GA3,32.66333333,-82.07527777
97GA,34.26816,-83.67211444
63GA,33.81055555,-83.55208333
31GE,32.81923988,-83.40780905
80GA,33.25873,-84.84465722
CPP,33.59797,-83.13826027
GE56,33.6760145,-83.261242
7GE7,33.04638888,-84.66111111
6A2,33.22697222,-84.27494444
4GA7,33.13456444,-84.25408777
5GA5,33.25983805,-84.34936861
8GA6,33.16222222,-84.32055555
10GA,33.32511388,-84.29825666
GA62,33.2551175,-84.4002025
45GA,33.239887,-84.266486
20GE,33.48063333,-82.18793611
GA43,32.32138888,-81.42666666
HMP,33.3899025,-84.33103694
0GA0,33.35622611,-84.36714638
5GA0,33.22762083,-84.54437111
6GA1,33.19901055,-84.58381638
0GA1,34.47788055,-82.89708722
0GA2,34.38226944,-82.94548611
51A,32.28366666,-83.43797222
AZE,31.88519,-82.64789111
GA19,31.84483055,-81.68758611
00GE,33.88801944,-84.73694722
41GE,33.89981666,-84.78106666
6GE4,33.16869444,-84.83036111
GA29,33.15623333,-84.431035
HOE,31.05688888,-82.77527777
98GA,33.20568,-83.91240694
0GE1,31.66546111,-83.44710555
62GA,33.324565,-83.91629583
JZP,34.45347222,-84.45722222
JCA,34.17613888,-83.56169444
09J,31.07447222,-81.42777777
0GA6,33.73344611,-83.81879083
JES,31.55396333,-81.88251777
39GA,31.60138055,-81.89852777
41GA,33.53813611,-84.34640555
GA36,30.76689027,-81.71665277
8GA7,34.20203972,-84.97716638
15GA,32.68016166,-82.47901861
9A5,34.6880175,-85.29046444
GE05,34.61555555,-85.34305555
GE11,34.60583333,-85.46194444
LGC,33.00915083,-85.07320416
GA33,33.03141944,-85.05719722
GA44,33.07929,-85.031605
GA98,32.94861111,-85.05388888
LZU,33.97809194,-83.96236388
55GA,33.96351388,-84.01829444
8GA3,31.76873055,-84.12567777
5GA6,32.1498875,-83.86128833
3GE8,33.84345722,-82.47901833
28GE,34.2,-85.41666666
00GA,33.7675,-84.06833333
GE33,33.30444444,-84.13666666
GA04,33.36567027,-84.16519638
GE53,33.31666666,-84.15027777
6GA4,33.797055,-83.85129194
3GA3,34.87111111,-85.4375
2J3,32.98594444,-82.38480555
GE20,33.05580927,-82.32576408
GA89,33.47583333,-84.27694444
63GE,32.04735833,-84.74006388
1GA2,33.17734361,-84.74854277
74GA,33.22572222,-84.66588888
MQW,32.09699638,-82.87941166
MAC,32.82176444,-83.56193494
77GE,32.83444444,-83.63611111
75GA,32.84396666,-83.82402222
MCN,32.69283333,-83.64922222
52A,33.612125,-83.46044444
1GE7,33.51722222,-83.43972222
GA50,33.5975,-83.51777777
GA65,33.60791111,-83.35525694
MGE,33.91444166,-84.51424722
56GA,33.96853333,-84.54925555
68GA,34.00450555,-84.44803333
16GA,33.88645555,-84.46523333
42GA,33.98093444,-84.56326611
MHP,32.37397222,-82.08144444
GA32,32.40752777,-82.06514444
92GE,32.84527777,-82.27083333
MLJ,33.15422555,-83.2414075
6GA6,33.02727777,-83.20399166
9GA6,33.09777777,-83.40472222
2J5,32.89302777,-81.96522222
77GA,33.16400805,-84.21353138
D73,33.78252777,-83.69280555
GA38,33.79999722,-83.74965277
67GA,33.8592825,-83.58766666
1GA9,33.76150555,-83.65267083
GA00,33.82555555,-83.63972222
97GE,33.71971388,-83.67436111
38GE,33.81361111,-83.58472222
04GA,33.83236111,-83.56232777
53A,32.30306333,-84.00746805
GA06,33.3325,-83.72694444
4GE3,32.49933055,-83.18327222
91GA,33.27361111,-84.79333333
MGR,31.08557944,-83.80280916
09GA,31.11129833,-83.68405833
MUL,31.13768666,-83.70405972
GE04,32.66694444,-84.96555555
4J1,31.20606888,-81.90598611
1GA8,31.17853138,-83.2265425
4J2,31.21254458,-83.22525655
GE01,30.93054444,-83.07934444
2GA0,33.52678472,-83.63879583
CCO,33.31156555,-84.76975541
21GA,33.35833333,-84.75583333
2GE8,33.46416666,-84.66333333
2GA6,33.808,-84.39413888
29GE,33.83144444,-84.33013333
17GA,33.46666666,-84.86566666
GA49,31.21273611,-83.63605555
13GE,32.36083333,-82.31805555
GE14,31.51774444,-83.13225
07GE,31.55566166,-83.27848958
2GA1,33.68066861,-83.85268194
GA31,33.46978888,-84.66854722
1GE6,31.37243888,-82.12345194
PXE,32.51058083,-83.76734583
GA97,32.50300833,-83.74981944
4GE7,32.45833333,-83.71027777
PIM,32.84069444,-84.88244444
47GA,32.21972222,-83.85527777
44GA,32.1043375,-83.48294611
4GA5,32.08866166,-84.37251
22GA,34.42925527,-85.05439111
4J5,30.80518583,-83.58906833
06GA,33.75343972,-84.16214027
RVJ,32.05948722,-82.15357666
12GE,31.73083333,-81.35972222
05GA,32.07138888,-84.71444444
GA03,34.86952138,-85.19967527
49GA,33.579725,-84.388225
0GA9,32.71359583,-84.02853888
11GA,34.70261111,-85.06802777
0GE9,32.69388888,-81.79861111
RMG,34.3516375,-85.15857444
GA12,34.27758888,-85.19396388
GE88,34.28092222,-85.14155833
GE13,34.25999722,-85.18032222
8GA1,33.421225,-85.16188916
23GA,33.98954444,-84.33214722
GE72,34.23555694,-83.15310072
3GA7,32.45083333,-84.24918055
1GA6,31.72525277,-84.31088055
OKZ,32.96637472,-82.83748861
58GA,32.99651388,-82.80466388
SVN,32.01002027,-81.14598777
SAV,32.12758333,-81.20213888
46GA,31.98484166,-81.15606111
GA37,32.02893055,-81.08853055
GA39,31.98437472,-81.24622222
GA35,32.1575,-81.39666666
64GA,33.2834525,-84.53881583
2GA8,34.34981305,-85.07689166
29GA,33.38428305,-84.63194444
72GA,31.58355444,-81.2331525
1GA0,31.64103472,-81.32833333
40GA,33.85846388,-84.51243055
2GA9,33.80916666,-83.99972222
12GA,33.87727222,-84.01981666
18GA,33.69317361,-83.65767222
4J8,32.38738888,-82.56338888
3GA8,32.32944444,-82.635
2GA2,32.39261494,-81.27780286
TBR,32.48275,-81.73694444
GA28,32.41390833,-81.7689
03GA,32.56230555,-81.85769444
GA15,32.39215833,-81.75158611
1GA4,32.32851888,-81.75538944
2GA7,32.49819444,-81.62244444
GA46,30.927,-81.43255555
3GA0,33.5275,-84.15694444
43GA,33.51364444,-84.22815833
7GA7,33.53555555,-84.17905555
92GA,33.81305555,-84.14083333
GE34,33.81930833,-84.15068611
SSI,31.15196638,-81.39105972
3GE2,33.82083333,-84.12805555
GA87,34.69814555,-84.01269111
GA23,34.57833333,-85.38388888
47GE,34.482168,-85.304374
26GA,34.40260733,-85.28674361
0GE4,33.33138888,-84.26666666
SBO,32.60913888,-82.36994444
93GA,32.59287777,-82.34802777
JYL,32.64552277,-81.59661166
76GA,32.74472222,-81.61305555
13GA,31.36657194,-83.75489666
SYV,31.55715472,-83.89403638
3GA1,32.72833333,-84.35694444
64GE,33.7269405,-85.3118845
85GA,34.17232833,-83.731005
0GA3,33.77010583,-85.06077916
55GE,34.98063222,-84.74160527
OPN,32.95500255,-84.26408619
GA02,32.88516111,-84.33722777
TVI,30.90147222,-83.88144444
HQU,33.52973055,-82.51695277
TMA,31.42955555,-83.48922222
GA34,31.43611111,-83.47861111
TOC,34.59281166,-83.29637166
0GE3,34.90280277,-85.46040555
14GE,34.79082222,-85.46360555
86GA,34.86785555,-85.06105972
51GA,33.50805555,-84.60048611
3GA4,33.60248611,-84.54977222
18GE,32.045507,-82.4676825
VLD,30.78146444,-83.27597166
54GA,30.86170833,-83.2851
0GA8,30.88714111,-83.41599027
50GA,30.95083333,-83.23416666
7GA2,30.77747638,-83.20583333
VAD,30.96870277,-83.19296666
8GA9,33.27678416,-84.41075805
VDI,32.19272222,-82.37116666
20GA,33.75655555,-84.8850625
3GA5,33.63705388,-84.93883
87GA,33.7445,-84.91511388
81GA,33.64094277,-84.90494
82GA,32.80876805,-82.38526583
5A9,32.9385,-84.69644444
2GA3,32.61539722,-83.63054444
5A2,32.56063888,-83.67675
WRB,32.64017083,-83.59192083
IIY,33.77859805,-82.81449666
9GE6,33.64616666,-82.65445
1GE9,32.71444444,-84.71805555
AYS,31.24838888,-82.39538888
GA60,31.2242,-82.34761111
GA47,31.18522083,-82.2734575
BXG,33.04083694,-82.00426361
GA51,33.12543333,-81.74446111
2GE1,33.08331388,-82.01336111
GE30,33.22111111,-81.99527777
3GA6,33.57055555,-84.89833333
6GA5,33.57816638,-84.90688416
5GA2,33.57292361,-84.91107361
7GA9,33.57055555,-84.89777777
95GA,33.45594694,-84.94299527
GA2,33.18345305,-84.37159027
5GA3,33.15495169,-84.37167311
96GA,33.18583333,-84.36805555
WDR,33.98268972,-83.66721666
59GA,34.00823055,-83.70840555
1GE2,32.84444444,-84.54388888
6GE2,32.83277777,-84.53777777
5GA4,34.10593138,-84.44853972
65J,33.22277777,-82.3845
01GE,32.67515138,-82.77099533
3GA9,33.13345555,-84.37742277
GA10,33.06895277,-84.35195277
9GA0,33.05706972,-84.34242111
BGTL,76.53333333,-68.7
U36,42.92109722,-112.88090833
ID46,46.51213055,-116.29310555
U01,42.79731666,-112.82518666
ID34,42.78145833,-112.84931111
AOC,43.60352777,-113.33425
ID48,47.92879333,-116.71102944
ID05,47.95684805,-116.67741916
U45,43.95517833,-115.27259111
52U,43.82513888,-115.33136111
55H,43.81351083,-115.13508166
36ID,43.80715,-115.13088611
ID06,43.81652777,-115.11472222
U37,43.45361111,-112.80725
U46,43.43258333,-113.05544444
U48,43.21775,-113.22755555
U51,42.72075166,-111.86745638
ID16,43.40351722,-114.27254444
U54,44.97963666,-114.73481361
U60,45.13324305,-115.32177888
I08,45.14352444,-114.92898972
54U,45.13324305,-115.31761277
U02,43.20924888,-112.34958527
14ID,43.67065277,-116.21123055
ID91,43.61362777,-116.26145277
ID49,43.61276944,-116.19195277
1ID4,43.31055555,-115.9025
BOI,43.56436111,-116.22286111
65S,48.72597222,-116.29516666
ID42,42.92555555,-115.75722222
U03,42.59738888,-114.80063888
BYI,42.54261111,-113.77152777
EUL,43.64184888,-116.63576416
ID80,43.654125,-116.69585833
63ID,43.63683333,-116.76305555
ID00,43.69571666,-116.63846944
ID77,44.70527777,-116.80694444
U65,43.30880555,-113.93602777
0U7,43.32375,-113.5905
ID50,45.25819444,-113.8375
ID89,45.2784893,-113.90126472
ID44,44.22489055,-116.17957666
ID55,44.518325,-116.04871111
ID74,44.53656972,-115.35094083
U70,44.49233333,-116.01477777
02ID,44.55545944,-115.30510666
ID35,44.23905805,-116.14346444
ID86,44.29777777,-115.64138888
ID31,44.33145,-116.03068333
46ID,44.59555555,-116.14805555
D28,48.53888888,-116.83222222
34ID,46.57033333,-116.34361111
C64,46.66658416,-115.07318111
LLJ,44.52360666,-114.21793833
U72,44.59157805,-114.82314333
C53,44.80867119,-114.80865988
99ID,44.51145,-114.22450833
D47,44.74115277,-114.91860833
ID8,44.77347222,-114.98527777
24ID,44.45361111,-113.66194444
U79,45.37907833,-115.19677972
ID32,48.1055,-116.13683333
ID75,48.12609444,-116.16561111
ID01,48.13798166,-116.19767666
ID78,48.14159166,-116.18239722
00ID,48.14527777,-116.21444444
ID33,46.93601777,-115.86487583
S76,47.6721275,-116.78602194
S77,47.84155833,-116.25199444
ID27,47.75545916,-116.85936111
ID03,47.69535555,-116.7943
ID02,47.6721275,-116.78352166
ID43,47.551295,-116.76351583
ID65,47.58101694,-116.77185055
ID71,47.67238055,-116.78398611
ID73,47.50684833,-116.89185111
ID98,47.69255833,-117.0406
15ID,47.68555,-117.038
6ID1,47.64324166,-116.70054444
0WN8,47.25111111,-116.85194444
COE,47.77430555,-116.81958333
1ID1,47.65222222,-116.7225
U81,45.2935,-114.94530555
66S,48.51866666,-116.82219444
S84,46.03876972,-116.33153472
U82,44.75033333,-116.44505555
03ID,44.79432944,-116.53264638
ID17,45.01098944,-116.68876
S89,46.24772222,-116.47936111
A05,45.52074055,-115.51762666
C48,45.39666666,-115.48333333
ID28,45.379075,-115.50512361
28ID,45.5134845,-115.4402885
U84,44.72905972,-116.09262777
ID96,44.78516944,-116.06679166
U58,42.42423333,-112.10955555
DIJ,43.74269444,-111.09677777
U41,44.16236111,-112.22066666
52ID,43.73344444,-116.34666666
1ID7,42.58777777,-114.33416666
S90,45.82268583,-115.43984972
9ID6,45.61333333,-115.32483333
ID85,46.78740305,-116.16765
S78,43.85265,-116.53906944
04ID,43.87766416,-116.53708055
98ID,43.88062222,-116.48448888
ID63,43.88534861,-116.64896666
29ID,43.88708333,-116.65472222
47ID,43.91421836,-116.70472211
32ID,43.36621666,-114.99109027
U86,43.34186111,-114.79827777
33ID,43.37936111,-114.76944444
40ID,43.31422222,-114.90522222
ID70,43.3944625,-114.82522638
0ID0,43.60645,-115.10725
23ID,43.64826388,-114.90469722
0ID1,42.64121111,-114.60543333
27ID,42.58295416,-114.5501
S92,46.33019527,-115.06317416
2ID6,43.92733611,-116.946475
2ID7,44.02388888,-116.92666666
49ID,43.9582485,-116.939952
U88,44.06694444,-115.93127777
D12,44.06433861,-115.92595111
42ID,44.07124555,-115.79118305
U89,42.94366666,-115.33008333
3ID4,42.95451944,-115.30559166
GNG,42.91708083,-114.76633805
1ID8,42.93321111,-114.70849166
ID62,42.60825333,-111.72856194
GIC,45.94266666,-116.12302777
05ID,45.91408361,-114.83566055
37ID,45.78241666,-115.938
66ID,45.87666666,-116.17916666
U91,42.37330555,-115.87944444
ID90,43.68169027,-116.82647083
SUN,43.50378055,-114.29555833
U93,43.28066666,-114.39638888
30ID,43.46487361,-114.38317777
ID38,47.77990083,-117.0099225
ID21,47.75628944,-117.02381222
U94,42.57640972,-114.13524027
ID84,46.61713111,-115.79986583
0ID9,46.78527777,-116.47113055
ID88,43.28739805,-115.08007055
ID09,43.26,-115.24861111
S66,43.61463888,-116.92136111
ID95,43.861,-116.24094444
1ID2,43.91349444,-116.19698333
ID67,43.86068055,-116.26270833
U97,43.83907,-113.04666944
ID47,43.59710333,-116.78208416
U98,43.82072638,-115.85094277
20ID,43.72043888,-116.00566666
IDA,43.51367333,-112.07082027
ID18,43.47140833,-111.991525
ID87,43.40685972,-111.97441277
S81,44.76113888,-115.10736111
51ID,44.52961741,-116.42433952
1ID9,42.76369444,-112.18493611
ID72,43.42083333,-111.285
U53,44.63475,-111.34269444
JER,42.72668333,-114.45664722
S73,46.21977777,-116.01380555
S83,47.54726111,-116.18906388
39ID,46.69534883,-116.60630352
U61,43.94369444,-114.11025
ID30,43.77212972,-114.40643694
1ID5,43.64853055,-114.35000277
U99,43.03702777,-113.73361111
1ID6,42.58583333,-114.35694444
S82,46.13267138,-115.9787525
06ID,43.462665,-116.35900833
ID68,43.48460777,-116.45873444
41ID,43.47138333,-116.32641666
ID59,44.81758333,-116.06801666
0U0,44.64211111,-115.53338888
01ID,42.60825111,-112.03246055
U00,44.67311111,-113.35244444
LWS,46.37449861,-117.01539638
ID37,46.41693333,-117.02414722
78U,46.36463888,-117.06200833
95ID,46.00045555,-116.69118611
ID57,46.22316555,-116.86995694
ID83,46.29633194,-116.95420694
0U1,44.14222222,-115.31405555
1DA,45.53457777,-116.53091666
MYL,44.88874416,-116.10175194
2ID5,44.80746666,-116.04948333
44ID,44.73694166,-116.07415833
ID76,44.72358333,-116.02198611
24K,44.97422222,-115.72975
25ID,44.89076111,-116.10315833
48ID,44.92986111,-116.17359722
U62,43.91000833,-113.60236666
2ID2,43.95435555,-113.64724444
0U2,43.80197222,-113.83152777
ID56,43.98185944,-114.04365638
ID97,44.0346635,-113.459251
0U3,44.74458333,-114.92138888
MLD,42.17012633,-112.29267925
08ID,43.56932527,-116.776805
ID40,43.4178,-116.70618333
ID10,43.59481944,-116.83252222
0U8,44.61033333,-113.89486111
0ID2,44.44382944,-113.77508888
ID26,43.23263055,-115.93967222
90ID,43.59816666,-116.34754722
0U9,44.46127777,-116.75802777
17ID,44.41388888,-116.59083333
1U0,42.97533333,-113.35075
16ID,42.31656944,-111.29947222
ID36,43.76305555,-113.34388888
U92,43.67713888,-113.60272222
1U1,46.12631944,-114.92170277
ID60,46.71322055,-116.99710861
09ID,45.10388888,-114.85527777
7ID7,46.72803611,-117.00104166
3ID3,46.77815277,-117.02543611
MUO,43.04359444,-115.87243611
U76,43.13160944,-115.73056666
18ID,43.13915555,-115.69411666
0ID3,43.07578333,-115.67288333
1U2,43.85126527,-112.50102777
10ID,43.49434861,-113.92169611
1U3,43.21594444,-116.54836111
0ID7,43.23030833,-116.76319166
ID04,42.64111111,-116.98277777
MAN,43.58134111,-116.52306305
ID79,43.50833333,-116.66791666
38ID,43.50944444,-116.66791666
ID08,45.02063888,-116.43738888
1U4,44.978,-116.28391666
0S5,46.23847327,-116.23856927
67S,48.574,-116.95858333
21ID,48.63138888,-116.87111111
1U6,42.23388888,-113.87763888
07ID,48.14921,-116.99801333
S68,46.49202111,-116.27539944
ID29,46.69740527,-115.98375611
ID66,46.48649166,-116.25959166
75C,45.72944444,-115.52777777
59ID,43.18481805,-111.04935972
1U7,42.24976111,-111.34162722
50S,43.7787725,-116.93848611
S75,44.09397361,-116.90310555
ID82,43.30823833,-114.06336777
1U9,43.46625,-115.31002777
0ID8,45.77519722,-116.178475
22ID,43.94466666,-115.94116666
PIH,42.9097925,-112.59591888
ID64,42.86669166,-112.43098055
1S1,48.99047222,-116.50205555
ID07,47.67809527,-117.02492
ID20,47.73295666,-116.99992138
2U0,43.49836111,-115.54697222
U10,42.10693611,-111.91257083
1S6,48.19064583,-116.90986111
ID61,48.29657555,-117.01520388
96ID,48.23556666,-116.87526666
45ID,48.33005,-116.82893333
