NavId,Lat,Lon
JN,40.18092288,-85.32098216
JN,35.47499913,-78.42528563
JNC,39.05956555,-108.79257388
JNU,58.35914722,-134.63325277
JOH,60.48095222,-146.59933527
JOT,41.54641852,-88.31841055
JPU,39.44118036,-81.37476047
JST,40.31672561,-78.8341665
JV,38.47396513,-85.73722561
JVL,42.55800813,-89.10525736
JWJ,42.111293,-92.90874602
JXN,42.25923975,-84.45854933
JYR,40.89754722,-97.61701277
JZ,38.91365186,-95.15375097
JZY,40.51810375,-90.5604398
KOA,19.71723888,-156.0449203
KSY,29.39158611,-98.58105277
LA,40.42644577,-87.05208169
LAA,38.19709202,-102.68753233
LAH,43.70226388,-72.17746252
LAL,27.98619716,-82.01390436
LAR,41.33782038,-105.72093263
LAS,36.07970147,-115.15979791
LAW,34.49618191,-98.41309444
LAX,33.93314911,-118.43201277
LAX,33.74585083,-118.33618305
LB,36.96460711,-100.95626466
LBB,33.70495069,-101.91401038
LBF,41.04870452,-100.74709763
LBL,37.04439533,-100.97120405
LBV,26.828185,-81.39143833
LBY,31.41868272,-89.337602
LC,39.88107163,-82.83601391
LCH,30.14151361,-93.10556916
LCU,41.36295166,-113.84061944
LD,33.66268891,-101.72310747
LDK,33.25887352,-87.536887
LDN,38.85439844,-78.20557108
LEB,43.6788563,-72.21607369
LEM,45.91976611,-102.10363305
LEV,29.17522944,-90.10401916
LF,30.28929361,-91.90789108
LF,31.21887772,-94.825161
LFI,37.0855568,-76.35940794
LFK,31.16244188,-94.71683261
LFT,30.19381455,-91.99257133
LFV,42.01718772,-70.03723258
LGA,40.78371475,-73.86859913
LGC,33.04911877,-85.20622144
LGD,45.34248988,-117.962717
LH,40.56035158,-88.87463369
LHO,41.79289761,-112.00977083
LHS,34.68297333,-118.57693805
LI,34.6690388,-92.30539661
LIB,35.81162147,-79.61259191
LIH,21.96527133,-159.3380998
LIN,38.07458047,-121.00385797
LIT,34.67767288,-92.18052825
LJT,43.10977461,-88.03728147
LK,38.14480266,-85.63339361
LKG,32.17447833,-84.10815697
LKI,46.84385102,-92.1859255
LKT,45.02131166,-114.08423666
LKV,42.49284311,-120.50710441
LKX,28.92997055,-99.85478
LLA,29.66322527,-92.3736425
LLC,40.12526258,-118.5775955
LLO,30.79633333,-98.78738888
LLW,36.26299777,-76.29803416
LMN,40.59676452,-93.967592
LMT,42.15314158,-121.72752827
LMX,37.36233972,-115.19305833
LNK,40.92379347,-96.7420095
LNR,43.29440277,-90.13314602
LNT,45.648588,-68.55033322
LNY,20.76450377,-156.96889997
LO,44.57542416,-111.19755722
LOA,31.1240175,-95.96795611
LOR,31.36158305,-85.74347166
LOZ,37.03315038,-84.11007466
LQ,39.91190272,-89.60316836
LRD,27.47873733,-99.41767891
LRF,34.918064,-92.15766797
LRP,40.11997552,-76.29129536
LSE,43.87612233,-91.25599338
LSF,32.33229444,-84.99311666
LSU,30.48513375,-91.29406661
LSV,36.24465555,-115.02508333
LTJ,45.71358333,-121.10083333
LTS,34.66292777,-99.27116666
LUA,38.69931797,-78.47236075
LUF,33.53768055,-112.38021111
LUK,39.10725466,-84.422842
LUR,68.87125441,-166.07600402
LVD,56.46770888,-133.08311361
LVL,36.81803583,-77.90296805
LVM,45.70248158,-110.44245175
LVT,36.58450944,-85.16662305
LVZ,41.27279891,-75.68946622
LW,37.78227202,-80.468557
LWB,37.86386472,-80.39181752
LWL,41.14480277,-114.97751111
LWM,42.7404183,-71.09485027
LWT,47.05297008,-109.60616813
LWV,38.76986819,-87.60382755
LY,37.2624225,-79.24313052
LYH,37.25457702,-79.23638052
LYZ,30.97235883,-84.52496963
MA,44.23712438,-85.5471725
MA,31.98809611,-102.32515169
MAD,41.31386111,-72.69220277
MAF,32.00934505,-102.19038863
MAF,31.94095833,-102.20180555
MAI,30.78619575,-85.12446688
MAJ,7.06528177,171.26858513
MAM,25.77083888,-97.52390555
MAP,37.59076527,-91.78856972
MAW,36.55511416,-89.91142194
MAZ,18.25375805,-67.15248527
MAZ,18.25645258,-67.15103375
MB,44.27076375,-86.14274627
MB,43.46149802,-84.1798328
MBL,44.27064166,-86.25404441
MBS,43.53164825,-84.07730305
MBW,41.84552222,-106.00428388
MC,31.25450772,-90.51041625
MCB,31.30445277,-90.25820305
MCC,38.66739466,-121.40416138
MCF,27.86116111,-82.51351111
MCG,62.95103219,-155.61138
MCI,39.28528333,-94.73706111
MCK,40.17996341,-100.54478513
MCK,40.20379725,-100.59422566
MCM,39.65404716,-92.48213647
MCN,32.69118511,-83.64718336
MCW,43.09475708,-93.32987236
MD,37.87023911,-89.24554241
MD,40.24638775,-76.90069525
MDO,59.42180444,-146.350015
MDT,40.19739,-76.76360952
MDY,28.20413888,-177.37919444
ME,34.73319144,-79.44370491
MEI,32.37843902,-88.80426747
MEM,35.01510577,-89.98320161
MEM,35.04994444,-89.98141666
MF,40.7663278,-82.44515097
MF,26.25383638,-98.31049347
MFD,40.86861211,-82.5909615
MFE,26.17387663,-98.24078641
MFR,42.35847222,-122.86641666
MG,32.31161519,-86.51063447
MGM,32.22228161,-86.31972708
MGR,31.08226841,-83.80421566
MGW,39.55671525,-79.8604123
MHE,43.77702166,-98.03756547
MHF,29.54634305,-94.74751277
MHK,39.14544325,-96.66872877
MHT,42.86852991,-71.3695345
MHZ,32.43406944,-90.09977222
MIB,48.41539166,-101.36612222
MIE,40.23729258,-85.39403652
MIJ,40.1917,-112.92225277
MIP,41.02339191,-76.66528994
MJ,42.86416852,-71.52884058
MJF,33.0662668,-96.06139319
MKC,39.12319722,-94.59806666
MKG,43.1692528,-86.039378
MKK,21.13811111,-157.16741666
MKL,35.60356538,-88.91042936
MKT,44.21990669,-93.9123563
ML,32.45406177,-92.10434222
MLB,28.10528222,-80.63534
MLC,34.84944091,-95.78234422
MLD,42.19990027,-112.451235
MLF,38.36035555,-113.01323277
MLP,47.45690305,-115.646045
MLS,46.38222658,-105.95353366
MLT,45.58670919,-68.515463
MLU,32.51687938,-92.03601397
MMB,36.3437325,-99.88012194
MMJ,40.488,-80.19383333
MML,44.44841227,-95.82476191
MMM,36.76925247,-114.2774523
MMT,33.92409444,-80.80234444
MNI,33.58789486,-80.20612963
MNL,61.1242263,-146.3522403
MNM,45.18015272,-87.6471653
MOB,30.76062652,-88.30321972
MOD,37.62737444,-120.95786847
MOG,41.72727091,-122.48168566
MOL,37.90052472,-79.10688916
MON,33.56198013,-91.71543916
MOP,43.62282608,-84.73726527
MOS,64.69652463,-162.07126791
MOT,48.26033577,-101.28707108
MOX,45.56541733,-95.96933277
MPV,44.08547697,-72.44936313
MQG,46.38155775,-116.86951025
MQI,35.91531936,-75.69505233
MQO,35.25225508,-120.7595665
MQP,32.72618055,-97.99744166
MRB,39.38557222,-77.84835611
MRF,30.29837247,-103.95475516
MRI,61.21699433,-149.84431977
MRN,35.79599111,-81.62459611
MS,44.85411802,-74.91577436
MSL,34.70686847,-87.49151716
MSN,43.14483491,-89.33969683
MSO,46.90796677,-114.08365227
MSP,44.89649883,-93.23653158
MSP,44.89027777,-93.22944444
MSQ,38.45432405,-77.90528463
MSS,44.91442161,-74.722718
MT,44.19972277,-87.70222138
MTC,42.61288833,-82.83177097
MTJ,38.50643661,-107.89928855
MTO,39.47789166,-88.28620833
MTQ,33.42533833,-90.98210388
MTU,40.14909575,-110.12702819
MTW,44.12849863,-87.67991816
MUE,19.99805555,-155.66986111
MUO,43.04048888,-115.87460277
MVA,38.56529944,-118.03285333
MVC,31.4593255,-87.35253816
MVE,44.97267552,-95.71219233
MVY,41.39621469,-70.61271588
MW,37.8390833,-88.97081872
MW,39.57818522,-84.32353113
MW,47.11571113,-119.27450944
MWA,37.75437894,-89.01180327
MWH,47.21086333,-119.31681677
MXE,39.91805002,-75.6708215
MXF,32.37936666,-86.36835555
MXQ,39.42969525,-83.8012395
MYS,37.89406611,-86.2445275
MYV,39.09864475,-121.57305752
MZB,32.78220741,-117.22542138
MZV,41.32092102,-90.63821433
MZZ,40.49333066,-85.67925
NBC,32.47903338,-80.71733172
NBS,22.03763972,-159.78519894
NCA,34.70714163,-77.44030152
NEL,40.0448698,-74.3354823
NEL,40.0369713,-74.35314305
NFG,33.27458611,-117.38638888
NFL,39.41690833,-118.705075
NFW,32.77139055,-97.43930333
NGF,21.45620277,-157.75676111
NGP,27.68627658,-97.29474413
NGS,30.61515555,-86.93736666
NGU,36.94004461,-76.27728191
NHK,38.28595636,-76.40325205
NHK,38.28104719,-76.41063433
NID,35.68791736,-117.69049663
NIP,30.23485,-81.67505555
NJK,32.83176377,-115.68117144
NKT,34.90226438,-76.87479491
NKX,32.86973963,-117.15487691
NLC,36.34411816,-119.96633525
NMM,32.57833888,-88.54523055
NOG,27.89532463,-98.04262755
NPA,30.3579408,-87.31650333
NQI,27.49923777,-97.80560072
NQX,24.58024722,-81.68245
NRB,30.38861469,-81.42307647
NRR,18.23575277,-65.64372777
NRS,32.56417497,-117.10975491
NSD,32.87989722,-118.44090833
NSE,30.72400555,-87.01805555
NSI,33.23507694,-119.45839783
NTD,34.12328608,-119.12197911
NTU,36.82422258,-76.03704644
NUC,33.02693263,-118.57960294
NUN,30.47214169,-87.3359
NUQ,37.43241447,-122.0575848
NUW,48.35493447,-122.66178811
NYL,32.64680055,-114.613455
NZY,32.70258847,-117.21623433
OA,34.75051872,-77.704478
OAB,38.75623747,-109.74929077
OAK,37.72592555,-122.2235918
OAL,38.00326138,-117.77044583
OBH,41.37573555,-98.35359527
OBK,42.22137652,-87.95167038
OBN,18.43825,-72.27445277
OC,31.48555555,-94.72019444
OCC,59.54363908,-139.72817058
OCF,29.17747713,-82.22633383
OCN,33.24063375,-117.41772075
OCS,41.59021111,-109.01532855
ODF,34.69587277,-83.29766111
ODG,36.37377047,-97.78812366
ODI,43.91232916,-91.46751616
ODK,57.775036,-152.33983997
ODX,41.62374386,-98.94800591
OED,42.47957422,-122.91293355
OFF,41.11723055,-95.90000833
OFK,41.98792841,-97.43456936
OG,44.70150758,-75.35294708
OGD,41.224095,-112.09824083
OGG,20.90647208,-156.42095136
OHY,31.99784472,-83.8617905
OI,42.4601093,-96.46222463
OIN,39.82953441,-100.53771711
OKC,35.37089444,-97.60198333
OKK,40.52777994,-86.05799861
OKM,35.69307433,-95.86595436
OKS,41.40113888,-102.35086111
OKW,33.2378638,-87.2498653
OLK,41.2469075,-85.49739722
OLM,46.97163888,-122.90183333
OLS,31.41495419,-110.84889772
OLU,41.45003158,-97.34081966
OLY,38.71821733,-88.17263758
OMA,41.29550555,-95.88688888
OME,64.48510891,-165.25317372
OMN,29.30325055,-81.11269825
ONL,42.4704988,-98.68692738
ONM,34.3389,-106.82046944
ONP,44.57534972,-124.06059361
OOC,31.65744472,-93.07760777
OOD,39.63607752,-75.30305627
OOM,39.1438218,-86.61301838
OQA,36.42652611,-79.82975916
OQK,67.57011188,-162.97262566
ORF,36.89190469,-76.20032705
ORH,42.26691666,-71.86861666
ORL,28.54272266,-81.33501477
ORT,62.94719941,-141.91260808
ORW,41.55640372,-71.9993533
OS,40.07361616,-83.19806075
OS,43.87386111,-88.5575988
OSE,60.79130869,-161.87275969
OSH,43.99043022,-88.55593255
OSI,37.3925,-122.28130277
OSW,37.15751111,-95.20363333
OT,43.61740988,-95.464099
OTB,34.22383152,-88.79735855
OTG,43.64677558,-95.58183377
OTH,43.41550677,-124.1685215
OTK,30.78044602,-83.27972694
OTM,41.02914588,-92.32590633
OTO,35.07226872,-105.9360808
OTT,38.70587088,-76.74474594
OTZ,66.88568202,-162.53993741
OVR,41.1671668,-95.73685322
OWB,37.74355508,-87.16593672
OXI,41.32205877,-86.64928852
OZB,40.87034611,-100.00376302
OZR,31.26894722,-85.72631111
PAE,47.91983322,-122.27780177
PAM,30.07400855,-85.57240902
PAN,34.25442733,-111.33521447
PBF,34.24675852,-91.92617636
PBI,26.680055,-80.08648986
PCU,30.56116597,-89.73048816
PDK,33.87563172,-84.29881377
PDN,56.95428333,-158.64756666
PDT,45.69842077,-118.93871044
PDX,45.596625,-122.60377222
PDZ,33.91833688,-117.52999713
PEQ,31.46931433,-103.5747543
PER,36.74653,-97.16015555
PFO,29.14523972,-100.42757694
PGA,36.93104475,-111.44744277
PGO,34.68046458,-94.6090023
PGS,35.62471194,-113.54446666
PGV,35.64002138,-77.38266
PGY,32.61033997,-116.97910002
PH,43.52703083,-70.09143416
PH,42.84303283,-82.59664602
PHK,26.78274238,-80.69143238
PHL,39.86528055,-75.23365
PHP,44.05823958,-101.66419322
PHX,33.43535494,-112.00791383
PI,40.60561797,-89.59324977
PI,27.99524052,-82.70383333
PIA,40.68006955,-89.79275325
PIE,27.90776438,-82.68430919
PIH,42.87038452,-112.65222961
PIK,30.34252222,-95.40587777
PIO,32.52920222,-105.30524083
PIR,44.39455641,-100.16280897
PJM,18.03783777,-63.11827194
PK,38.75322008,-94.73684675
PK,46.83403825,-94.97556263
PK,39.25401155,-81.48494233
PKD,46.89808586,-95.07100983
PKE,34.10197277,-114.68206638
PLL,41.96564166,-89.52422027
PLN,45.63064638,-84.66410838
PLT,41.49656277,-97.38177936
PMD,34.63139836,-118.06382241
PMM,42.46603383,-86.10480811
PMV,40.94378888,-95.91246944
PN,36.82503333,-97.10053916
PNA,18.57015277,-68.37044444
PND,45.63026836,-123.04581016
PNH,35.23506208,-101.69903088
PNI,6.98232897,158.2020643
PNN,45.32920261,-67.70418608
PNT,40.82120055,-88.73350916
POA,19.54114,-154.97222777
POB,35.16842222,-79.01957222
POE,30.97852361,-93.16349333
POE1,31.11102,-93.219885
POM,34.07838783,-117.78707313
PPR,16.26519444,-61.54013888
PQI,46.77418566,-68.09454716
PR,54.26335444,-130.42393833
PRB,35.67246263,-120.62710755
PRC,34.65166666,-112.42138888
PRX,33.54237858,-95.44829027
PSB,40.91625888,-77.99271694
PSC,46.27026602,-119.11729388
PSI,42.70085963,-83.53277319
PSK,37.08768544,-80.71288241
PSM,43.08446411,-70.83198725
PSP,33.87001358,-116.42977258
PSX,28.76441838,-96.30617977
PTA,19.75928333,-70.57041666
PTD,44.72338972,-74.88269555
PTW,40.22223183,-75.56025083
PUB,38.29425366,-104.42944741
PUC,39.60319166,-110.75352777
PUT,41.95546033,-71.84409483
PUW,46.67423986,-117.22350336
PVC,42.06881672,-70.22344333
PVD,41.72434261,-71.42964105
PVD,41.72361111,-71.42666666
PVN,21.77224166,-72.26601944
PVU,40.21493677,-111.72131963
PVW,34.08619277,-101.79018694
PWA,35.53294313,-97.64717722
PWE,40.20024211,-96.20629947
PWF,39.07670908,-84.21540255
PWL,41.76977138,-73.60055138
PWM,43.64702777,-70.30782777
PXN,36.71545861,-120.77868361
PXR,33.43301725,-111.97020183
PXV,37.92831983,-87.76237986
PYC,70.32804,-149.63533361
PYE,38.07975666,-122.8678275
PYF,31.86266305,-96.19747194
PYX,36.41234355,-100.74774408
PZD,31.65520583,-84.29310047
RAL,33.95518055,-117.44982777
RAP,43.97603836,-103.01232822
RAV,40.55339291,-76.59938072
RBA,39.850925,-95.42354722
RBG,43.18241527,-123.352242
RBJ,32.07432125,-111.36018666
RBL,40.09890972,-122.23635038
RBS,40.58170138,-88.16426777
RBV,40.20240208,-74.49502611
RBX,35.92050505,-75.69693533
RCA,44.13909358,-103.10173491
RDD,40.50456241,-122.29170113
RDR,47.95705555,-97.40602222
RDU,35.87252113,-78.78334211
RDY,39.21327777,-106.85813888
REC,40.54645916,-78.7470225
REO,42.59054861,-117.86815194
REX,26.01063055,-98.23186944
RFD,42.22557772,-89.19927222
RG,44.59782325,-92.64747994
RH,45.62810147,-89.61886638
RHI,45.63378908,-89.45778086
RIC,37.5023478,-77.32027622
RID,39.75500802,-84.83882877
RIL,39.52832177,-107.7196575
RIV,33.90646666,-117.27503888
RIW,43.06572997,-108.45553447
RKA,42.46633055,-75.23922805
RLG,40.0026375,-106.44248816
RLY,43.96413833,-107.95084008
RMG,34.16256502,-85.11940725
RNB,39.41819402,-75.13502116
RND,29.51916944,-98.285175
RNW,35.50965505,-77.10662361
RO,33.36546608,-104.44224536
ROA,37.34346275,-80.07039733
ROB,31.50380572,-97.06958361
ROC,43.11795933,-77.67279475
ROD,40.28780083,-84.04309641
ROR,7.36875616,134.55035894
ROX,48.85481388,-95.69380833
RP,45.31800386,-91.80259491
RQR,30.08750013,-90.58862525
RQY,38.89394363,-79.859415
RQZ,34.79723908,-86.63384655
RRS,31.28458733,-85.43120969
RSG,30.01460208,-100.29984505
RSK,36.74839255,-108.09889877
RST,43.7829028,-92.59696
RSW,26.52988669,-81.7757685
RU,29.95864113,-97.94900233
RU,35.73312258,-80.48956538
RUE,35.25708227,-93.09460486
RUT,43.52677036,-72.95072236
RWF,44.46727372,-95.12822988
RWO,57.77481602,-152.32458661
RYD,29.96691666,-81.65766666
RYN,32.13878802,-111.16149569
RYV,43.17367108,-88.72528041
RZC,36.24642652,-94.12139058
RZN,45.82044486,-92.37451561
RZS,34.50953197,-119.77098813
SAC,38.4437393,-121.55165286
SAC,38.50972222,-121.49444444
SAE,41.11910313,-101.77605591
SAF,35.54054097,-106.06493572
SAK,48.10828777,-114.46124444
SAM,38.48518805,-88.08580638
SAN,32.83976944,-117.25281388
SAT,29.64403,-98.4613158
SAT,29.53361944,-98.46998888
SAU,37.85533416,-122.52275222
SAV,32.1462675,-81.19910555
SAW,46.35892325,-87.39742183
SAX,41.06754127,-74.53830816
SB,34.05647197,-117.36611413
SB,41.70563941,-86.21898433
SBI,29.68671972,-94.03797861
SBJ,40.58304425,-74.74179144
SBV,36.67503858,-79.01449916
SBY,38.34500558,-75.51057427
SCB,41.60475363,-96.62883716
SCC,70.19919838,-148.41615955
SCG,48.25990472,-92.47460166
SDF,38.18765555,-85.73758611
SDO,41.40705555,-118.03472222
SDR,32.70140288,-100.94612791
SDZ,35.21548077,-79.5879368
SE,32.26982455,-86.92755005
SEA,47.43537316,-122.30961611
SEA,47.45555555,-122.30138888
SEE,32.8253275,-116.97447194
SEG,40.79085919,-76.88404152
SEY,41.16743611,-71.57608611
SFF,47.68045,-117.31993333
SFK,41.69525319,-77.41990577
SFL,31.74811583,-105.08681
SFO,37.61948513,-122.37389347
SFO,37.62031583,-122.3656463
SG,44.39851905,-88.13275941
SGD,38.17936216,-122.37315261
SGF,37.35594713,-93.33404452
SGH,39.83654091,-83.84495547
SGJ,29.95672988,-81.33021466
SH,38.20179888,-78.95731125
SHB,39.63254236,-85.82431633
SHP,33.98271111,-98.48767222
SHR,44.84229997,-107.06110027
SHV,32.4475,-93.83638888
SHY,38.0406168,-92.60241202
SIE,39.095509,-74.80034394
SIF,36.38170522,-79.7627828
SIT,56.85461972,-135.53435305
SJ,31.27973591,-100.57623113
SJ,18.40890894,-66.08955838
SJC,37.37471216,-121.94466858
SJI,30.72597991,-88.359294
SJN,34.42404166,-109.14353055
SJT,31.37495561,-100.45487027
SJU,18.44628058,-65.98950755
SKA,47.61011944,-117.66206944
SKB,17.29518333,-62.74400555
SKE,38.54536177,-89.85164575
SKU,41.52801027,-74.04497472
SKU,41.52801027,-74.04497472
SL,44.84743352,-122.95101861
SL,38.68153733,-97.64502038
SLC,40.76792894,-111.96720525
SLG,36.18924666,-94.48854944
SLI,33.78330108,-118.05475844
SLK,44.38455988,-74.20450597
SLN,38.92513808,-97.62133225
SLP,35.25267777,-81.59879722
SLR,33.19861111,-95.54277777
SLT,41.51275944,-77.97010972
SMA,62.05938677,-163.28190269
SMF,38.69080691,-121.59100191
SMO,34.01024491,-118.4567155
SMS,33.99079822,-80.36002536
SN,15.11147644,145.71029597
SNA,33.67666666,-117.86916666
SNS,36.66383744,-121.60318413
SNY,41.09668241,-102.98299272
SOA,30.58180577,-100.6469333
SOK,21.9003925,-159.52887305
SOT,35.79009916,-83.05236916
SP,43.23400458,-95.32789319
SP,39.77314855,-89.75986636
SPA,35.03362588,-81.92701
SPI,39.83973316,-89.67773577
SPS,33.98728736,-98.59347188
SPW,43.1621768,-95.20099183
SPY,57.15699908,-170.23299205
SQ,39.77710997,-85.12988966
SQA,61.09857975,-155.63457947
SQM,56.46458083,-133.097375
SQS,33.46384936,-90.27735055
SRI,56.57190638,-169.64756141
SRQ,27.4070155,-82.56366241
SSC,33.97785555,-80.46624444
SSF,29.25838263,-98.44348033
SSI,31.05051427,-81.44596252
SSM,46.41211019,-84.31487161
SSO,32.269245,-109.2630875
SSR,58.17766102,-135.2588625
ST,17.69196633,-64.88474597
ST,45.47894472,-93.96868405
ST,39.67580302,-94.90692536
STC,45.54930694,-94.05859975
STJ,39.9605775,-94.92522027
STL,38.8607233,-90.48234888
STL,38.74326025,-90.36600158
STP,44.94083333,-93.05944444
STS,38.50818675,-122.8106173
STT,18.35581752,-65.02455466
STV,30.20675944,-98.70575527
STW,40.99581972,-74.86903027
SU,38.63909941,-90.76690002
SUG,35.40650638,-82.26861416
SUR,31.61322102,-83.29048686
SUU,38.24555902,-121.94507597
SUX,42.34451552,-96.32364402
SVC,32.63768527,-108.16106722
SVM,42.40864041,-83.59390152
SVN,32.01194305,-81.14086388
SW,41.48580136,-74.22802225
SW,36.23618505,-97.08725838
SW,48.86275194,-95.24187733
SWB,31.97319444,-92.67708888
SWL,38.05659413,-75.46390105
SWO,36.22424658,-97.08125808
SWR,39.18032277,-120.26961222
SXC,33.37505583,-118.41990972
SXW,39.62947886,-106.99116988
SYA,52.72199722,174.06028611
SYA,52.71827222,174.06208333
SYI,35.56197472,-86.43914952
SYR,43.160519,-76.2045585
SYZ,39.40652261,-88.84355466
SZL,38.7357,-93.55043055
SZT,48.29064038,-116.56321211
SZW,30.55622719,-84.37394211
TAL,65.17712463,-152.17754902
TAS,36.60876888,-105.90632027
TAY,30.50463777,-82.55290333
TBC,36.12131194,-111.26958777
TBD,29.66432222,-90.82909305
TBE,37.2586575,-103.60005583
TBN,37.74243183,-92.13899433
TCC,35.18220591,-103.59858083
TCH,40.85025913,-111.98190558
TCM,47.14766944,-122.47503888
TCS,33.28250219,-107.28054597
TCU,42.03393222,-83.88633
TDD,41.98167713,-100.72030072
TDG,33.57515183,-86.04268563
TDT,41.71303194,-79.41727055
TEB,40.84872427,-74.06223711
TEC,37.2086075,-80.40343597
TED,61.1678665,-149.96014422
TFD,32.88585436,-111.90873452
TGE,32.48486805,-85.66931847
THS,39.93322805,-77.95094444
THX,28.50499725,-98.15046675
TII,41.0946655,-83.21497113
TIJ,32.54044166,-116.9527
TIK,35.43650805,-97.37969138
TKA,62.29837808,-150.10525008
TKH,32.24531822,-91.02582527
TKK,7.45896211,151.84182127
TKO,39.80640861,-98.26003666
TNC,65.56173055,-167.92480277
TNP,34.11223452,-115.769905
TNU,41.78388419,-93.10903241
TNV,30.2885265,-96.05823986
TNZ,36.20693922,-90.92311819
TO,41.55343788,-83.92116747
TO,39.12036558,-95.68708363
TOG,59.06387519,-160.37566725
TOI,31.83079786,-86.10595108
TOL,41.59370208,-83.79936352
TOP,39.13707777,-95.54916922
TOR,42.06578641,-104.1533645
TOU,48.29989916,-124.62704333
TOY,38.73914961,-89.91859258
TPH,38.03064402,-117.0335035
TPL,31.20933583,-97.42496694
TQA,32.23574305,-99.81678277
TQQ,37.79039933,-116.77926577
TR,36.5554975,-82.31785344
TRI,10.59513888,-61.42230555
TRM,33.62809658,-116.16019355
TRV,27.67841666,-80.48972222
TST,42.55877138,-103.31214638
TT,34.5058173,-91.5817748
TTE,35.91305116,-119.02080955
TTH,39.48894175,-87.249013
TTT,32.86915972,-97.04050241
TU,36.09742525,-95.88876552
TU,34.18035302,-88.76867844
TUL,36.19625341,-95.78809038
TUL,36.20009444,-95.88360277
TUS,32.09520266,-110.91485502
TUT,-14.33213783,-170.71951075
TUT,-14.3325918,-170.70827663
TV,44.73455347,-85.42904608
TVC,44.66791586,-85.55001119
TVF,48.06931266,-96.18647447
TW,42.47863761,-114.35444133
TWF,42.47985033,-114.48945827
TX,34.01991725,-83.86285747
TX,33.52403497,-93.90591997
TXC,39.6983175,-103.21493861
TXK,33.513882,-94.0732375
TXO,34.49512669,-102.83966327
TYI,35.97672361,-77.70373166
TYR,32.35586741,-95.40346538
TYS,35.81625,-83.99590555
UAM,13.59121944,144.94657777
UBG,45.35323286,-122.97814722
UC,36.29760019,-88.99486708
UCA,43.02651416,-75.16452194
UCP,41.02300963,-80.4158433
UG,42.46389511,-87.80135558
UGS,39.25725966,-82.12597041
UI,39.88689027,-91.25367486
UIM,32.88048163,-95.36689141
UIN,39.84787469,-91.27892447
UJM,34.57504661,-90.67440141
UKN,43.28008547,-91.53736183
UKS,5.35307133,162.95691569
UKW,33.53588688,-97.82127855
ULL,63.69232972,-170.46990305
UMB,33.15186944,-83.15956388
UNK,63.89194036,-160.68427455
UNZ,13.4545475,144.733323
UOT,34.684,-81.64233333
UPP,20.20054111,-155.84326666
UQN,32.22366875,-82.29744752
URH,33.94418427,-96.39183652
UTI,37.01761944,-113.5179
UTO,65.99516136,-153.69375944
UTX,26.90897416,-80.33504861
UU,35.01561716,-88.61573888
UUC,40.90401666,-117.80193888
UV,36.5900943,-79.91746522
UV,34.38509102,-89.62597672
UWL,39.87997175,-85.31884008
UZ,34.89002516,-81.08092369
VAD,30.96008333,-83.19345277
VAN,33.47483,-80.44864277
VBG,34.73255441,-120.5830578
VBI,49.47694444,-94.04666666
VCN,39.53767111,-74.96714388
VCT,28.90031661,-96.97893055
VCV,34.59416369,-117.38999836
VEL,40.37888252,-109.49328408
VGT,36.21003333,-115.18926944
VHP,39.81472905,-86.36749977
VIH,38.15407194,-91.70677194
VIO,42.78671727,-85.49707277
VIT,37.20406183,-79.88163508
VKZ,25.75190152,-80.15444344
VLA,39.093775,-89.16236666
VNA,32.21344277,-83.49725638
VNN,38.36195377,-88.80733697
VNY,34.2234585,-118.49167438
VOK,43.94283333,-90.25904722
VP,41.45122702,-86.87732169
VQK,38.76594141,-77.02739402
VTN,42.861623,-100.54964441
VTU,34.11506461,-119.04949866
VU,35.4891645,-80.08341375
VUH,29.26933441,-94.86772522
VUZ,33.67013233,-86.89983716
VV,39.88277055,-79.74471166
VV,33.64641111,-83.02176666
VXV,35.90483869,-83.89472038
WLK,66.59947608,-159.99082841
WRB,32.641,-83.590575
WVI,36.93920263,-121.78544316
WYS,44.67576944,-111.12816944
XAA,31.01389444,-104.20689722
XCR,46.07922555,-94.34347555
XKD,34.78300555,-81.19830833
XSF,39.83812986,-83.84062538
XUB,39.52688391,-82.97794091
XYC,37.75799777,-84.03023055
YAK,59.51083105,-139.64812733
YBC,49.13402161,-68.22203011
YBR,49.9099975,-99.9456625
YCD,49.12787027,-123.87160527
YDC,49.38155416,-120.37371833
YDP,56.5337988,-61.69177772
YIP,42.2342363,-83.52271533
YJX,45.92505627,-70.84603844
YKM,46.57024361,-120.44463677
YKN,42.91837475,-97.38497713
YN,41.20053022,-80.59617975
YNG,41.33102416,-80.67465608
YOC,67.57117472,-139.84623833
YOW,45.44170305,-75.89693444
YP,9.49946305,138.08848347
YQL,49.63439922,-112.66778469
YQT,48.2537675,-89.43757694
YRK,38.64413333,-82.97833888
YTS,48.57207236,-81.37004827
YUC,48.01712777,-71.26928055
YUL,45.61583333,-73.97083333
YVO,48.17508055,-77.82075555
YVR,49.07731944,-123.14907222
YVV,44.744725,-81.10531944
YWL,52.23694444,-122.16972222
YXC,49.55498583,-116.08770277
YXL,50.11805555,-91.89777777
YXU,43.03791055,-81.14892961
YXY,60.61888888,-135.13888888
YYC,51.11525277,-113.88203055
YYJ,48.72704027,-123.48435972
YYR,53.31972222,-60.29472222
YYY,48.61214305,-68.20898666
YYZ,43.65802041,-79.6314313
YZP,53.25222083,-131.80697222
YZT,50.68451688,-127.36596352
ZBV,25.70416666,-79.29444444
ZFP,26.51839166,-78.77506666
ZFP,26.55534722,-78.69784722
